day;accident_location;type_of_street;flooring;intersection_type;road_surface_conditions;meteorological_conditions;nature_of_the_accident;type_vehicle_a;type_vehicle_b;type_vehicle_c;vehicle_a_circumstances_1;vehicle_a_circumstances_2;vehicle_b_circumstances_1;vehicle_b_circumstances_2;vehicle_a_registration_year;vehicle_b_registration_year;vehicle_c_registration_year;vehicle_a_driver_age;vehicle_a_driver_sex;vehicle_a_driver_outcome;vehicle_a_driver_licence;vehicle_a_release_year;vehicle_b_driver_age;vehicle_b_driver_sex;vehicle_b_driver_outcome;vehicle_b_driver_licence;vehicle_b_release_year;vehicle_c_driver_age;vehicle_c_driver_sex;vehicle_c_driver_outcome;vehicle_c_driver_licence;vehicle_c_release_year;injured_pedestrians;pedestrians_fatality;tot_death_within_24h;tot_deaths_within_30_days;tot_injured;hour;trimester;cubic_capacity_a;cubic_capacity_b;cubic_capacity_c;fatality
4;5;3;1;7;1;1;3;16;1;  ;21;  ;20;  ;(2002,2012];(2002,2012];           ;55-64;1;2;2;(2017,2022];45-54;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;6;3;     ;     ;     ;0
4;7;1;1;8;2;3;12;16;  ;  ;75;  ;75;  ;           ;           ;           ;30-44;1;2;4;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;22;3;     ;     ;     ;0
6;7;1;1;7;1;1;4;16;1;  ;0;  ;0;  ;2019;2019;           ;55-64;1;2;2;(1982,1987];18-29;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;19;3;1262;1242;     ;0
3;7;1;1;7;1;1;4;1;1;  ;21;  ;21;  ;2021;2016;           ;45-54;1;1;2;(1987,1992];30-44;1;2;2;(2002,2007];     ; ; ; ;           ;0;0;0;0;1;8;3;1950;1560;     ;0
3;7;1;1;8;1;1;4;1;8;  ;0;  ;0;  ;(2002,2012];2021;           ;18-29;1;2;2;(2017,2022];45-54;1;1;4;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;14;3;1995;10837;     ;0
6;1;1;1;7;1;1;8;1;  ;  ;64;  ;65;  ;2013;           ;           ;30-44;1;2; ;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;2;0;3;996;     ;     ;0
5;7;1;1;8;1;1;8;1;  ;  ;0;  ;0;  ;2021;           ;           ;30-44;1;2;2;(2002,2007];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;10;3;1490;     ;     ;0
7;7;1;1;7;1;7;4;1;1;1;22;  ;23;  ;2022;(2002,2012];2017;18-29;2;2;2;(2012,2017];18-29;1;2;2;(2012,2017];30-44;2;1;2;(2017,2022];0;0;0;0;2;16;3;     ;     ;     ;0
4;7;2;1;7;2;3;3;1;1;  ;21;  ;21;  ;2022;(2002,2012];           ;65+  ;1;1;2;<1983      ;45-54;2;2;2;(2002,2007];     ; ; ; ;           ;0;0;0;0;1;8;3;1600;1461;     ;0
7;7;1;1;7;1;1;8;1;  ;  ;61;  ;65;  ;2022;           ;           ;45-54;2;2;2;(2007,2012];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;16;3;1490;     ;     ;0
7;7;1;1;8;1;1;4;1;1;  ;23;  ;20;  ;(2002,2012];2018;           ;18-29;1;2;2;(2017,2022];18-29;1;1;2;(2012,2017];     ; ; ; ;           ;0;0;1;0;4;4;3;1368;1395;     ;1
5;7;1;1;7;1;1;3;16;1;  ;21;  ;21;  ;2019;2013;           ;45-54;1;2;2;(2017,2022];55-64;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;5;3;847;1364;     ;0
5;7;1;1;8;1;1;8;16;  ;  ;0;  ;0;  ;2021;           ;           ;30-44;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;4;3;300;     ;     ;0
2;7;2;1;7;1;1;4;1;1;  ;21;  ;21;  ;           ;           ;           ;45-54;1;2;2;(1992,1997];30-44;1;2;2;           ;     ; ; ; ;           ;0;0;0;0;2;0;3;1598;1987;     ;0
3;7;1;1;7;1;1;4;1;10;  ;22;  ;20;  ;(2002,2012];2015;           ;18-29;1;2;2;(2017,2022];30-44;1;1;3;(2002,2007];     ; ; ; ;           ;0;0;0;0;2;19;3;1997;12419;     ;0
4;7;1;1;7;1;1;8;1;  ;  ;0;81;65;  ;(2002,2012];           ;           ;18-29;2;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;15;3;1242;     ;     ;0
6;7;1;1;8;1;1;3;1;8;  ;0;  ;0;  ;2016;2019;           ;30-44;1;2;2;(2012,2017];45-54;1;1;3;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;20;3;1461;12882;     ;0
2;7;1;1;7;1;1;4;1;8;  ;22;  ;21;  ;(2002,2012];2019;           ;45-54;1;1;3;(2017,2022];30-44;1;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;8;3;     ;     ;     ;0
3;7;1;1;7;1;1;2;1;1;  ;21;  ;20;  ;2013;2018;           ;18-29;1;2;2;(2012,2017];30-44;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;7;3;     ;     ;     ;0
4;7;1;1;7;1;1;4;1;1;1;20;  ;22;  ;           ;2018;2015;65+  ;2;1;2;(2017,2022];30-44;2;2;2;           ;65+  ;1;1; ;           ;0;0;0;0;3;9;3;     ;     ;     ;0
3;7;1;1;7;1;1;4;16;1;  ;21;  ;20;  ;2015;2019;           ;65+  ;1;2;2;(2017,2022];55-64;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;18;3;     ;     ;     ;0
6;7;2;1;7;1;1;4;8;1;  ;0;  ;0;  ;2022;           ;           ;45-54;1;1;2;(2012,2017];30-44;2;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;12;3;1995;1242;     ;0
6;7;1;1;7;1;1;4;1;1;  ;22;  ;20;  ;(2002,2012];           ;           ;30-44;1;1;2;(2012,2017];30-44;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;15;3;1368;1591;     ;0
2;7;1;1;7;1;1;3;1;8;  ;20;  ;21;  ;2022;(2002,2012];           ;18-29;2;2; ;           ;45-54;1;1;3;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;9;3;     ;     ;     ;0
2;7;1;1;7;1;1;3;1;1;1;21;  ;21;  ;2017;2018;2018;55-64;2;2;2;(2017,2022];18-29;2;1;2;(2012,2017];65+  ;1;1;2;(2017,2022];0;0;0;0;2;16;3;     ;     ;     ;0
6;7;1;1;7;2;3;4;1;1;  ;0;  ;0;  ;2017;(2002,2012];           ;30-44;1;1;2;(2002,2007];30-44;1;2;2;(2007,2012];     ; ; ; ;           ;0;0;0;0;1;16;3;1461;1538;     ;0
3;7;1;1;7;1;1;8;1;  ;  ;61;  ;60;  ;2018;           ;           ;18-29;1;2;2;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;5;3;1199;     ;     ;0
4;7;1;1;7;2;7;10;1;  ;  ;71;  ;75;  ;2019;           ;           ;45-54;2;1; ;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;22;3;898;     ;     ;0
1;7;1;1;7;1;1;4;1;1;  ;0;  ;0;  ;2019;(2002,2012];           ;55-64;1;1;2;<1983      ;30-44;1;2;2;(2002,2007];     ; ; ; ;           ;0;0;0;0;1;16;4;1368;1997;     ;0
5;7;3;1;7;1;1;4;1;1;  ;23;  ;20;  ;(2002,2012];2017;           ;65+  ;1;1;2;(2017,2022];18-29;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;14;4;     ;     ;     ;0
5;7;3;1;7;1;1;4;8;1;1;21;  ;20;  ;           ;           ;(2002,2012];55-64;1;1;3;(2017,2022];55-64;1;2;2;(2017,2022];55-64;1;2;2;(2012,2017];0;0;0;0;2;5;4;     ;     ;     ;0
5;7;1;1;7;1;1;4;1;1;  ;0;  ;0;  ;2014;(2002,2012];           ;30-44;1;2;2;           ;30-44;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;6;4;1248;39200;     ;0
5;7;1;1;8;1;1;4;1;11;  ;0;  ;0;  ;(2002,2012];2018;           ;45-54;1;2;2;(2012,2017];45-54;1;1;3;(2017,2022];     ; ; ; ;           ;0;0;0;0;4;21;4;1896;12777;     ;0
6;7;1;1;7;1;1;4;1;8;1;0;  ;0;  ;2019;2017;(2002,2012];18-29;1;1;2;(2017,2022];65+  ;1;1;2;(2017,2022];30-44;1;2;2;(2007,2012];0;0;0;0;2;12;4;1498;2287;1997;0
3;7;3;1;7;1;1;4;1;1;1;21;  ;23;  ;           ;2017;(2002,2012];30-44;1;1;2;(2017,2022];18-29;2;1;2;(2012,2017];18-29;2;2;2;(2012,2017];0;0;0;0;1;9;4;     ;     ;     ;0
4;7;1;1;7;1;1;4;1;1;16;0;  ;0;  ;           ;(2002,2012];(2002,2012];30-44;1;2;2;(2017,2022];18-29;2;1;2;(2012,2017];55-64;1;2;1;(2017,2022];0;0;0;0;2;19;4;     ;1390;     ;0
1;7;1;1;7;1;1;4;11;1;  ;20;  ;22;  ;2013;           ;           ;45-54;1;1;2;(2012,2017];30-44;2;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;17;4;2488;1968;     ;0
2;7;1;1;7;1;1;4;1;1;  ;20;  ;21;  ;2018;2021;           ;30-44;1;1;2;(2012,2017];18-29;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;18;4;1461;1498;     ;0
4;7;1;1;7;1;7;4;8;1;8;22;  ;20;  ;(2002,2012];(2002,2012];2021;55-64;1;1;2;<1983      ;18-29;1;1;2;(2012,2017];45-54;1;1;2;(2012,2017];0;0;0;0;1;17;4;2998;1368;     ;0
5;7;1;1;7;2;3;3;16;1;  ;22;  ;20;  ;2019;(2002,2012];           ;18-29;1;2;2;(2012,2017];18-29;2;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;8;4;     ;     ;     ;0
7;7;3;1;8;1;7;8;1;  ;  ;60;  ;60;  ;(2002,2012];           ;           ;18-29;2;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;5;4;     ;     ;     ;0
1;7;1;1;7;1;1;3;16;1;  ;22;  ;20;  ;2017;(2002,2012];           ;45-54;1;2;2;(2017,2022];30-44;2;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;19;4;800;998;     ;0
1;7;2;1;7;1;1;4;1;12;  ;21;  ;20;  ;2022;2015;           ;30-44;2;2;2;           ;30-44;1;1;4;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;7;4;999;12777;     ;0
2;7;2;1;7;1;1;10;16;  ;  ;71;  ;74;  ;(2002,2012];           ;           ;65+  ;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;12;4;     ;     ;     ;0
3;7;1;1;8;1;1;4;1;1;  ;20;  ;21;  ;2016;(2002,2012];           ;18-29;2;2;2;(2017,2022];30-44;1;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;2;18;4;     ;     ;     ;0
5;7;1;1;7;1;1;3;8;1;  ;22;  ;20;  ;(2002,2012];(2002,2012];           ;55-64;1;1;3;(2017,2022];65+  ;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;9;4;12740;1339;     ;0
4;7;1;1;8;1;1;4;1;1;  ;21;  ;20;  ;(2002,2012];2022;           ;18-29;1;1;2;(2017,2022];18-29;2;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;18;4;     ;     ;     ;0
2;7;1;1;8;1;1;6;1;1;1;60;  ;62;  ;(2002,2012];2021;2018;18-29;1;3;2;(2017,2022];30-44;1;1;2;(2017,2022];18-29;1;1;2;(2012,2017];0;0;1;0;4;5;4;1386;1798;1368;1
6;7;1;1;7;1;1;4;1;1;  ;0;  ;0;  ;           ;(2002,2012];           ;45-54;1;2;2;(1992,1997];30-44;1;1;2;(2007,2012];     ; ; ; ;           ;0;0;0;0;1;18;4;999;1242;     ;0
2;7;1;1;7;1;7;4;1;1;  ;23;  ;20;  ;2014;           ;           ;45-54;1;1;2;(2017,2022];18-29;1;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;19;4;     ;     ;     ;0
3;7;1;1;8;2;3;4;1;1;  ;25;  ;23;  ;(2002,2012];           ;           ;55-64;2;2;2;(2017,2022];18-29;1;1; ;           ;     ; ; ; ;           ;0;0;0;0;4;13;4;1598;1870;     ;0
7;7;1;1;8;3;7;4;1;1;1;21;  ;20;  ;(2002,2012];2021;2015;30-44;1;1;2;(2012,2017];45-54;1;1;2;(2017,2022];18-29;1;2;2;(2012,2017];0;0;0;0;2;17;4;1242;999;999;0
7;7;1;1;8;1;7;4;1;1;  ;0;  ;0;  ;(2002,2012];2017;           ;18-29;1;1;2;(2012,2017];30-44;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;19;4;4511;1995;     ;0
2;7;1;1;7;2;3;3;8;1;  ;21;  ;20;  ;2016;           ;           ;30-44;1;2;2;(2002,2007];45-54;1;1;2;           ;     ; ; ; ;           ;0;0;0;0;1;22;4;1598;1108;     ;0
2;7;1;1;7;2;3;2;1;10;  ;22;  ;20;  ;           ;2016;           ;45-54;2;2;2;(2012,2017];55-64;1;1;3;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;22;4;     ;     ;     ;0
2;7;1;1;7;2;3;4;1;1;  ;22;  ;20;  ;2015;(2002,2012];           ;30-44;1;2;2;(2007,2012];45-54;1;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;22;4;1461;1560;     ;0
7;7;1;1;7;1;1;4;1;1;1;22;  ;20;  ;(2002,2012];(2002,2012];2016;45-54;1;1;2;(2012,2017];18-29;1;1;2;(2017,2022];30-44;2;2;2;(2012,2017];0;0;0;0;4;18;4;1998;1368;1461;0
3;7;1;1;8;1;7;4;1;1;1;23;  ;23;  ;2021;           ;2021;45-54;1;2;2;(2017,2022];30-44;1;1;2;(2012,2017];45-54;1;1;2;(2017,2022];0;0;0;0;1;19;4;1968;1598;999;0
6;7;1;1;7;1;1;4;1;1;1;0;  ;0;  ;2018;2018;2019;30-44;2;1;2;(2017,2022];18-29;1;2;2;(2012,2017];55-64;1;1;2;(2017,2022];0;0;0;0;4;13;4;1598;999;1598;0
1;7;1;1;8;1;1;4;16;1;  ;23;  ;23;  ;(2002,2012];2022;           ;45-54;1;2;2;(2017,2022];45-54;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;7;4;     ;     ;     ;0
1;7;1;1;7;1;1;4;8;1;1;21;  ;20;  ;2018;2022;(2002,2012];45-54;1;1;2;(2017,2022];65+  ;1;2;3;(2017,2022];45-54;1;1;2;(2017,2022];0;0;0;0;3;9;4;     ;     ;     ;0
3;7;3;1;7;1;1;4;1;1;  ;23;  ;20;  ;2017;(2002,2012];           ;45-54;2;1;2;(2017,2022];18-29;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;14;4;     ;     ;     ;0
3;7;1;1;8;1;1;4;1;1;1;23;  ;23;  ;2021;2014;2018;30-44;2;2;2;(2017,2022];30-44;2;1;2;(2017,2022];30-44;2;1;2;(2017,2022];0;0;0;0;1;8;4;     ;     ;     ;0
5;7;1;1;7;1;1;7;16;  ;  ;67;  ;61;  ;(2002,2012];           ;           ;30-44;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;8;4;     ;     ;     ;0
5;7;1;1;7;1;1;4;1;10;1;21;  ;37;  ;2016;2022;           ;30-44;2;1;2;(2017,2022];45-54;1;1; ;           ;30-44;1;2;2;(2012,2017];0;0;0;0;1;18;4;     ;     ;     ;0
2;1;2;1;8;2;3;1;1;1;  ;36;  ;20;  ;(2002,2012];           ;           ;30-44;1;2;2;(2012,2017];45-54;2;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;8;4;1242;998;     ;0
5;7;1;1;7;2;1;4;1;1;  ;21;  ;20;  ;2016;2019;           ;18-29;1;1;2;(2017,2022];30-44;2;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;0;4;1968;1242;     ;0
6;7;1;1;7;2;3;8;1;  ;  ;61;  ;65;  ;2013;           ;           ;55-64;1;2;2;<1983      ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;20;4;1149;     ;     ;0
7;7;1;1;7;2;3;4;1;1;  ;23;  ;20;  ;(2002,2012];2017;           ;18-29;2;1;2;(2012,2017];30-44;1;1;2;(2007,2012];     ; ; ; ;           ;0;0;0;0;1;18;4;     ;     ;     ;0
1;7;1;1;7;1;1;4;1;1;  ;0;  ;0;  ;2021;2018;           ;45-54;2;1;2;(1987,1992];18-29;2;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;21;4;1490;998;     ;0
7;7;1;1;7;2;3;4;1;1;1;23;  ;21;  ;2016;2018;           ;18-29;1;2;2;(2017,2022];18-29;1;1;2;(2017,2022];18-29;1;2;2;(2017,2022];0;0;0;0;6;4;4;1422;1999;1199;0
2;7;1;1;7;2;1;4;1;16;  ;23;  ;23;  ;(2002,2012];2022;           ;18-29;1;1;2;(2017,2022];18-29;1;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;8;4;1242;276;     ;0
2;7;1;1;7;1;7;3;16;1;  ;23;  ;20;  ;(2002,2012];           ;           ;55-64;1;2;2;<1983      ;30-44;1;1;2;(2002,2007];     ; ; ; ;           ;0;0;0;0;1;18;4;279;1896;     ;0
3;7;1;1;7;2;2;4;1;1;  ;23;  ;20;  ;2018;2017;           ;18-29;1;1;2;(2017,2022];55-64;2;1;2;(1982,1987];     ; ; ; ;           ;0;0;0;0;1;17;4;     ;     ;     ;0
4;7;1;1;7;1;1;8;1;  ;  ;61;  ;65;  ;(2002,2012];           ;           ;18-29;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;2;22;4;1388;     ;     ;0
6;7;1;1;8;1;1;6;1;1;1;60;  ;62;  ;(2002,2012];2021;(2002,2012];18-29;1;1;2;(2012,2017];30-44;1;1;2;(2017,2022];18-29;1;2; ;           ;0;0;0;0;5;3;4;1242;1498;1390;0
2;7;1;1;7;1;7;7;1;  ;  ;0;  ;0;  ;2018;           ;           ;30-44;2;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;8;4;1461;     ;     ;0
5;7;1;1;8;1;7;3;1;8;  ;0;  ;0;  ;           ;(2002,2012];           ;30-44;2;2;2;(2017,2022];30-44;1;1;3;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;7;4;     ;11946;     ;0
6;7;1;1;7;3;2;4;1;1;1;21;  ;20;  ;(2002,2012];2015;2013;30-44;1;2;2;(2017,2022];18-29;1;1;2;(2017,2022];18-29;2;1;2;(2012,2017];0;0;0;0;2;0;4;1956;999;1242;0
6;7;1;1;8;1;7;4;1;1;1;22;  ;23;  ;2021;(2002,2012];           ;18-29;2;1;2;(2012,2017];18-29;2;1;2;(2017,2022];65+  ;1;1;2;(2017,2022];0;0;0;0;2;12;4;999;1149;1373;0
6;7;1;1;8;2;7;4;16;1;  ;23;  ;20;  ;           ;2019;           ;55-64;1;2;2;(2017,2022];55-64;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;14;4;385;1498;     ;0
7;1;2;1;1;1;1;2;1;1;  ;5;  ;1;  ;2017;           ;           ;18-29;1;1; ;(2012,2017];18-29;2;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;0;4;     ;     ;     ;0
3;7;1;1;7;2;7;3;1;1;  ;20;  ;21;  ;2019;           ;           ;45-54;2;2;2;(1987,1992];n.i. ;1;1; ;           ;     ; ; ; ;           ;0;0;0;0;1;6;4;1498;     ;     ;0
3;7;1;1;8;2;7;2;1;1;  ;22;  ;20;  ;2014;(2002,2012];           ;18-29;2;2;2;(2017,2022];30-44;1;2;2;           ;     ; ; ; ;           ;0;0;0;0;2;20;4;1242;1560;     ;0
6;7;1;1;8;1;1;8;1;  ;  ;  ;  ;65;  ;           ;           ;           ;30-44;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;7;4;     ;     ;     ;0
6;7;2;1;7;1;1;8;1;  ;  ;63;  ;65;  ;(2002,2012];           ;           ;15-17;1;2; ;           ;     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;2;4;     ;     ;     ;0
2;7;1;1;8;1;1;8;1;  ;  ;61;  ;65;  ;(2002,2012];           ;           ;18-29;2;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;8;4;1242;     ;     ;0
2;7;2;1;7;1;1;4;1;1;1;22;  ;20;  ;           ;2022;2017;30-44;1;2;2;(2002,2007];18-29;2;1;2;(2012,2017];30-44;1;1;2;(2017,2022];0;0;0;0;1;17;4;1461;999;1461;0
5;7;3;1;8;1;1;4;1;1;1;22;  ;20;  ;2014;(2002,2012];2013;30-44;2;1;2;(2017,2022];45-54;1;1;2;(2012,2017];30-44;2;2;2;(2017,2022];0;0;0;0;1;14;4;     ;     ;     ;0
1;7;3;1;7;1;1;4;10;8;8;22;  ;20;  ;2017;(2002,2012];(2002,2012];30-44;1;1;3;(2017,2022];30-44;1;2;3;(2017,2022];55-64;1;1;4;(2017,2022];0;0;0;0;1;14;2;     ;     ;     ;0
3;7;1;1;7;1;1;4;1;10;  ;22;  ;20;  ;(2002,2012];2017;           ;45-54;1;2;2;(2012,2017];45-54;1;1;3;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;12;2;     ;     ;     ;0
4;7;1;1;7;1;1;4;1;1;  ;22;  ;20;  ;           ;2022;           ;65+  ;1;1;2;(2017,2022];55-64;1;2;3;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;14;4;     ;     ;     ;0
5;7;1;1;7;1;1;4;1;8;1;23;  ;23;  ;2017;(2002,2012];2019;55-64;1;2;2;(2017,2022];18-29;1;1;2;(2012,2017];45-54;1;1;2;(2002,2007];0;0;0;0;1;16;4;     ;     ;     ;0
6;7;1;1;7;1;1;6;1;1;  ;64;  ;62;  ;           ;2015;           ;18-29;1;2;2;(2017,2022];30-44;2;1;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;2;16;1;1781;1199;     ;0
3;7;1;1;7;1;1;3;1;1;  ;23;  ;20;  ;2018;2018;           ;30-44;1;2;2;(2012,2017];30-44;1;1;2;(2007,2012];     ; ; ; ;           ;0;0;0;0;1;12;1;     ;     ;     ;0
4;7;1;1;7;1;1;4;8;8;  ;20;  ;21;  ;(2002,2012];           ;           ;45-54;1;2;3;(2017,2022];65+  ;1;1;3;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;9;1;     ;     ;     ;0
3;7;2;1;7;1;1;2;10;1;  ;21;  ;20;  ;           ;(2002,2012];           ;45-54;1;1;3;(2017,2022];45-54;1;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;1;9;1;12740;1956;     ;0
3;7;1;1;7;1;1;4;1;1;  ;21;  ;20;  ;(2002,2012];2021;           ;18-29;2;2;2;(2017,2022];30-44;2;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;3;17;1;     ;     ;     ;0
6;7;1;1;8;2;7;8;1;  ;  ;64;  ;65;  ;           ;           ;           ;45-54;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;1;2;     ;     ;     ;0
5;7;1;1;7;1;7;4;1;8;  ;21;  ;20;  ;(2002,2012];2021;           ;55-64;1;2;2;(2017,2022];55-64;1;1;3;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;11;2;     ;     ;     ;0
7;7;1;1;7;1;1;8;1;  ;  ;64;  ;60;  ;(2002,2012];           ;           ;30-44;2;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;1;2;     ;     ;     ;0
2;7;1;1;7;1;7;8;1;  ;  ;64;  ;60;  ;2016;           ;           ;65+  ;1;2;2;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;16;2;     ;     ;     ;0
2;7;1;1;7;1;1;4;1;1;1;20;  ;21;  ;2018;2019;           ;55-64;1;1;2;(2012,2017];45-54;1;2;2;(1992,1997];45-54;1;1;2;(2012,2017];0;0;0;0;1;8;2;     ;     ;     ;0
6;7;1;1;7;1;1;3;16;16;  ;20;  ;22;  ;2021;           ;           ;30-44;1;2;2;(2017,2022];55-64;1;1;2;<1983      ;     ; ; ; ;           ;0;0;0;0;1;20;2;     ;     ;     ;0
5;7;1;1;7;1;1;10;11;  ;  ;70;  ;73;  ;           ;           ;           ;30-44;1;1;3;(2017,2022];     ; ; ; ;           ;     ; ; ; ;           ;0;0;0;0;1;10;2;     ;     ;     ;0
4;7;1;1;8;1;1;3;1;12;  ;20;  ;22;  ;2019;           ;           ;30-44;2;2;2;(2017,2022];n.i. ;1;1; ;           ;     ; ; ; ;           ;0;0;0;0;2;14;2;1199;     ;     ;0
4;7;1;1;7;1;1;4;8;1;8;20;  ;22;  ;2016;(2002,2012];2017;18-29;1;1;2;(2017,2022];30-44;1;1;2;(2017,2022];30-44;1;2;2;(2017,2022];0;0;0;0;1;17;3;     ;     ;     ;0
6;7;1;1;7;1;1;6;1;1;1;64;  ;61;  ;2019;2017;           ;18-29;2;2;2;(2012,2017];30-44;2;1;2;(2017,2022];55-64;1;1;3;(2017,2022];0;0;0;0;3;18;3;1199;1499;1199;0
1;7;1;1;7;1;7;4;1;1;1;21;  ;20;  ;2021;(2002,2012];2018;30-44;2;1;2;(2017,2022];18-29;1;1;2;(2012,2017];18-29;2;2;2;(2012,2017];0;0;0;0;1;8;4;     ;     ;     ;0
5;7;1;1;7;1;1;4;1;1;1;22;  ;20;  ;2021;(2002,2012];2016;30-44;2;1;2;(2017,2022];65+  ;1;2;2;(2017,2022];18-29;1;1;2;(2017,2022];0;0;0;0;2;18;4;     ;     ;     ;0
3;7;1;1;7;2;3;4;1;1;1;20;  ;21;  ;2017;(2002,2012];(2002,2012];45-54;1;2;2;(2012,2017];30-44;2;2;2;(2017,2022];30-44;2;2;2;(2017,2022];0;0;0;0;4;20;4;     ;     ;     ;0
2;7;1;1;7;2;3;4;10;1;1;21;  ;20;  ;2013;2016;(2002,2012];18-29;1;1;4;(2007,2012];30-44;2;2;2;(2017,2022];30-44;1;1;2;(2017,2022];0;0;0;0;1;8;4;     ;     ;     ;0
7;7;1;1;8;2;3;4;1;1;  ;22;  ;20;  ;(2002,2012];(2002,2012];           ;30-44;1;2;2;(2017,2022];18-29;2;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;2;22;4;     ;     ;     ;0
4;7;1;1;7;1;1;4;8;1;1;23;  ;20;  ;           ;2017;2018;n.i. ;2;1; ;           ;30-44;1;1;2;(2017,2022];45-54;2;2;2;(2012,2017];0;0;0;0;3;17;4;     ;     ;     ;0
6;1;2;1;7;1;1;4;20;22;  ;0;  ;0;  ;           ;           ;           ;     ; ; ; ;           ;18-29;1;2;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;2;1;     ;     ;     ;0
6;1;2;1;1;1;1;4;16;1;  ;11;  ;1;  ;2021;2015;           ;15-17;1;2; ;(2017,2022];30-44;1;1;2;(2017,2022];     ; ; ; ;           ;0;0;0;0;1;2;1;125;1395;     ;0
6;1;4;1;4;1;1;4;1;1;  ;2;  ;2;  ;(2002,2012];2018;           ;18-29;2;2;2;(2012,2017];45-54;1;2;2;(2012,2017];     ; ; ; ;           ;0;0;0;0;5;3;1;1399;1598;     ;0
